donor21_Normal_sample21_14	donor21_Normal_sample21_6	donor21_MDS_sample21_16	donor21_MDS_sample21_29	donor21_MDS_sample21_31	donor22_Normal_sample22_22	donor22_Normal_sample22_27	donor22_Normal_sample22_45	donor22_MDS_sample22_44b	donor23_Normal_sample23_13	donor23_Normal_sample23_28	donor23_Normal_sample23_5	donor23_MDS_sample23_24	donor23_MDS_sample23_38	donor23_MDS_sample23_6
9.78219318.78220077	69	54	18	20	23	40	57	62	7	85	89	59	18	11	33
9.78488605.78488880	35	34	8	9	14	20	33	23	2	42	68	17	8	5	15
9.78990101.78990464	9	14	87	54	21	12	24	19	17	61	27	15	31	69	66
9.79200373.79200707	50	36	16	14	7	27	44	38	4	26	29	29	16	9	15
9.79258471.79259032	59	51	12	21	21	21	44	31	3	54	78	35	21	13	18
9.81972627.81972806	28	34	10	15	12	17	34	21	2	26	61	12	8	15	10
9.82316547.82317446	110	95	45	43	37	41	109	111	17	100	125	92	29	21	48
9.82483484.82484301	114	101	39	25	38	57	86	64	10	120	160	78	27	14	34
9.82492950.82493781	60	41	21	14	15	23	51	58	5	71	65	49	15	17	31
9.83279045.83279906	34	46	9	20	16	22	54	27	4	117	100	44	25	17	26
9.83728017.83729316	139	112	43	47	60	79	199	94	19	160	175	102	37	26	55
9.84144911.84145756	80	71	19	20	14	30	38	39	7	59	60	38	18	9	19
9.84861820.84862858	271	165	87	87	103	131	306	171	29	255	287	170	66	55	114
9.86907989.86908831	41	53	17	13	20	28	46	40	5	48	55	50	14	12	31
9.86957867.86958458	21	8	117	44	26	2	29	25	28	22	25	22	42	40	70
9.88974126.88974687	61	57	10	24	19	38	48	41	8	36	54	36	19	9	15
9.90337063.90338094	155	145	54	57	41	70	113	83	14	84	93	96	38	22	31
9.92951474.92952015	45	39	12	17	15	29	68	29	1	32	40	43	15	13	25
9.93908673.93909518	122	98	27	48	16	77	57	72	8	73	85	127	34	18	30
9.97416362.97417229	108	137	39	22	22	67	58	58	8	51	74	84	30	20	32
9.101755406.101756481	299	251	131	84	76	145	254	133	19	166	238	153	52	36	75
9.101898956.101900153	57	67	14	14	24	22	85	47	5	43	56	43	19	15	26
9.101943598.101944435	131	100	22	32	22	55	89	75	2	66	85	69	25	14	21
9.102192561.102192949	80	61	31	29	22	41	51	56	10	43	68	70	21	11	20
9.102342180.102342751	64	64	26	18	25	31	60	50	7	63	50	45	12	11	17
9.102422461.102423163	59	64	27	19	20	21	35	31	2	62	62	51	19	12	15
9.103451663.103452358	26	19	10	4	13	12	32	15	3	72	58	46	14	8	19
9.104347949.104348367	50	41	19	18	18	27	36	55	3	57	76	26	17	3	18
9.104467325.104467867	58	44	14	32	10	25	62	37	6	69	39	30	11	12	27
9.104999383.104999709	26	28	4	12	8	9	31	33	1	30	4	16	1	6	6
9.108262505.108263029	52	43	16	17	8	25	40	31	4	42	71	47	13	13	26
9.109683252.109684292	73	52	262	106	112	23	92	109	96	140	142	86	85	134	161
9.110374250.110375049	108	97	31	28	34	46	130	88	13	99	116	82	23	23	43
9.110436839.110438481	203	226	72	87	72	98	244	149	18	178	204	146	58	53	90
9.112734016.112735089	242	182	62	72	66	163	154	87	22	141	175	138	63	35	39
9.112784106.112784697	108	92	23	38	39	55	130	55	8	75	74	69	28	21	46
9.112887351.112890491	209	202	710	345	211	103	248	194	176	281	218	199	180	331	385
9.113871148.113871548	47	36	8	24	18	33	44	34	7	37	26	36	12	5	15
9.114774188.114775887	223	173	91	64	67	136	195	141	13	166	156	161	71	53	89
9.115620561.115621687	190	133	64	80	62	128	196	133	13	159	171	166	57	41	76
9.116620297.116620512	46	38	17	11	11	19	36	25	3	42	45	31	17	8	20
9.117378920.117379893	172	112	47	52	41	75	137	88	16	117	132	109	33	39	61
9.117652019.117652702	127	95	46	38	31	92	179	63	14	71	95	81	33	26	46
9.117720107.117721208	123	110	42	40	34	92	177	96	12	133	182	103	35	24	27
9.117757880.117758587	79	76	20	25	20	39	76	70	10	64	70	63	23	21	18
9.117805084.117805880	133	102	56	53	46	70	130	83	5	100	116	81	37	13	36
9.119212661.119213424	95	76	34	40	23	56	69	70	8	99	101	91	42	14	35
9.119707823.119708573	77	61	28	35	22	48	93	76	10	93	107	59	19	11	30
9.120540091.120540529	48	53	16	23	13	16	46	31	7	62	51	40	16	10	18
9.120588062.120588932	98	65	42	40	43	48	89	72	8	112	112	84	21	11	51
9.123497185.123498454	121	137	55	49	40	48	127	91	12	95	116	100	39	24	36
9.124023308.124023690	23	23	145	113	11	23	35	24	13	78	22	30	34	53	83
9.124083125.124083803	49	37	85	75	42	36	73	46	31	18	28	39	59	41	96
9.126122270.126123970	106	100	452	198	172	68	137	145	135	185	127	55	91	188	199
9.130150414.130151130	30	28	263	75	52	22	53	53	21	72	45	43	42	68	94
9.131683879.131685332	137	112	477	236	140	64	149	92	96	160	126	116	99	216	172
9.134109213.134110105	73	53	72	97	49	23	67	47	50	26	46	71	72	51	112
9.134205975.134207449	153	118	345	389	113	84	281	175	109	168	137	187	135	238	338
9.134603856.134605123	181	159	51	60	40	99	149	72	16	78	112	134	46	37	62
9.135674323.135675050	40	27	53	79	24	15	45	31	17	11	22	26	48	39	62
9.136150178.136151639	89	100	198	181	73	46	146	97	65	116	88	90	91	139	209
9.136844090.136845267	88	111	174	175	69	65	142	61	76	88	78	82	103	137	165
9.137326746.137327299	20	23	197	88	27	13	28	28	27	23	8	6	44	59	78
9.137945079.137945360	50	41	4	15	9	9	35	23	2	21	35	38	9	10	12
9.139565535.139569777	382	366	1326	1479	270	285	764	270	238	612	372	419	445	459	1167
9.139683122.139684315	43	40	391	115	72	18	57	57	82	43	52	51	58	123	130
10.173829.174295	53	52	17	24	17	25	58	53	7	51	66	32	13	16	25
10.369749.370207	36	32	92	52	29	17	21	25	15	27	34	34	51	35	64
10.2062794.2063608	61	55	13	26	23	14	36	21	9	58	107	55	8	6	28
10.3078020.3079032	123	74	21	27	27	71	110	57	11	92	85	101	34	21	38
10.3762569.3763403	141	143	50	48	42	74	141	114	18	110	123	114	34	36	45
10.4556361.4557241	107	103	27	39	30	53	100	63	6	62	98	60	30	18	38
10.4705172.4705779	24	24	124	41	37	21	28	48	32	43	47	40	37	63	79
10.7000071.7000604	71	56	22	21	29	48	71	52	10	66	68	67	21	18	32
10.7226226.7227552	232	150	91	68	82	134	234	194	30	187	192	202	65	37	87
10.7379311.7379976	54	39	21	22	16	42	49	31	5	47	58	55	27	7	20
10.8179211.8180271	90	118	36	43	36	48	107	58	5	62	110	81	38	16	37
10.10741442.10741895	26	15	8	12	10	12	24	9	3	46	48	36	10	12	15
10.11666798.11667675	109	82	22	32	21	47	95	48	5	71	92	71	18	11	20
10.11840657.11841955	86	53	146	155	49	30	91	92	36	61	48	86	99	84	153
10.11916361.11918971	225	157	465	283	206	100	222	194	123	200	164	161	197	249	269
10.11954672.11955954	80	59	130	98	76	44	80	60	55	50	60	80	88	107	147
10.13446148.13446634	13	19	59	43	11	11	15	30	8	19	12	40	37	27	60
10.14057615.14058516	136	139	41	47	42	81	149	92	6	88	113	75	45	20	46
10.14701490.14702314	174	125	82	68	65	128	199	122	16	113	97	118	34	21	54
10.14823528.14825177	87	63	192	197	69	40	143	73	49	90	87	108	108	104	151
10.16952201.16953283	103	68	31	30	22	47	88	86	8	70	89	48	25	9	29
10.17074154.17074658	37	37	21	15	9	22	26	22	2	19	37	26	9	8	16
10.20192809.20193740	50	26	22	7	8	53	44	26	9	50	60	60	14	18	17
10.21589136.21589995	101	76	23	18	32	51	112	70	11	93	106	63	22	17	30
10.21657175.21657582	43	42	17	14	14	25	43	29	6	50	61	37	16	13	26
10.21738196.21738624	140	95	46	36	44	72	110	85	11	128	123	98	30	29	49
10.22102530.22103409	65	66	21	18	18	33	61	63	5	57	69	45	28	11	20
10.22658157.22658743	50	38	13	15	11	24	43	50	3	33	47	50	14	16	22
10.22999114.22999679	76	41	13	16	20	37	61	34	5	50	59	60	21	15	18
10.23011747.23012895	146	102	32	48	41	61	144	83	5	96	120	77	34	23	45
10.23031532.23032293	111	69	27	34	34	42	107	80	15	95	97	66	22	15	39
10.23055157.23055565	68	46	17	17	14	42	56	41	6	66	53	44	10	10	20
10.23932385.23932908	73	111	38	43	22	31	83	63	7	89	128	45	23	7	30
10.26042694.26043122	26	49	26	17	18	25	34	44	4	45	51	42	13	9	19
10.29543026.29544121	54	34	299	114	46	35	83	95	43	99	84	63	47	73	147
10.30756694.30757274	53	50	16	12	16	23	55	27	3	24	39	40	21	9	21
10.31052743.31053321	75	50	19	20	17	45	67	43	4	42	64	41	19	11	34
10.31503939.31504551	74	59	20	18	24	39	68	53	3	38	56	44	20	17	27
10.32488724.32488962	43	31	10	16	14	20	37	24	3	28	30	22	9	5	14
10.32607361.32608055	86	77	38	33	31	32	81	43	4	71	109	73	26	13	30
10.33644088.33644718	73	87	30	29	24	49	66	46	6	81	90	65	22	14	21
10.33859262.33860042	115	96	30	39	31	56	110	89	2	101	103	71	30	14	51
10.34254887.34255342	62	40	10	11	21	21	57	26	2	37	55	32	16	11	17
10.38145881.38147332	103	247	489	262	201	169	179	104	201	123	324	199	363	344	642
10.43140450.43141224	20	24	91	68	36	6	25	31	12	24	25	22	33	34	72
10.43655782.43656450	40	30	10	12	7	23	29	31	0	38	48	45	17	11	23
10.45441509.45442113	44	37	25	18	13	39	45	50	6	63	48	48	19	8	21
10.47107541.47108045	18	19	42	15	21	14	30	20	66	18	14	17	16	74	26
10.49876065.49876677	128	75	27	17	44	97	115	54	10	76	125	97	25	24	46
10.49892384.49893918	454	335	108	146	130	270	463	234	42	284	304	323	109	62	149
10.52483664.52483982	26	18	9	17	7	15	22	7	3	52	44	28	8	6	13
10.53033257.53033660	53	34	8	17	16	24	45	28	5	45	55	22	12	8	10
10.54725490.54726130	99	48	21	25	14	20	55	33	10	71	94	46	18	23	22
10.60042094.60042891	110	90	53	49	40	53	139	82	8	113	122	68	23	16	44
10.60082298.60082804	68	46	17	24	35	31	66	53	9	47	87	62	17	9	24
10.60352407.60353407	151	110	26	31	43	72	192	91	20	121	144	59	32	27	40
10.61645083.61645746	128	72	37	40	38	58	133	97	17	105	129	78	33	12	56
10.61730089.61731223	66	40	16	16	30	30	58	33	8	85	91	52	16	12	38
10.61791311.61791989	122	77	44	31	32	62	109	49	7	81	116	79	34	22	34
10.61792462.61792750	45	43	23	19	19	16	48	46	3	54	53	37	13	11	18
10.61996214.61997773	305	234	78	92	104	188	280	167	19	265	332	252	70	48	101
10.62042329.62043031	68	45	26	21	23	35	64	49	8	32	32	39	9	11	12
10.62221450.62221890	58	40	14	16	12	21	38	37	5	51	69	34	13	9	15
10.63539620.63540320	20	14	78	40	19	6	19	29	14	36	35	28	42	41	64
10.64216388.64216883	52	36	14	23	12	27	41	20	8	63	47	52	19	15	11
10.64301676.64301862	33	32	12	14	7	14	10	24	2	29	35	20	5	6	11
10.64380104.64381030	48	49	19	29	11	59	88	79	7	121	100	82	30	22	37
10.64391947.64392955	118	75	49	26	33	126	186	142	22	169	152	184	60	51	57
10.64933738.64934069	28	22	11	14	14	10	29	16	3	35	39	23	5	8	11
10.65462578.65464233	204	154	56	48	57	97	171	142	7	163	252	116	42	32	63
10.66408578.66409579	68	63	23	34	27	37	104	78	7	119	124	64	20	31	39
10.68990463.68991200	52	38	85	44	56	14	53	23	47	75	54	40	37	70	71
10.69532428.69533329	121	102	47	44	47	76	104	89	18	127	140	104	29	21	39
10.69624218.69625015	75	58	15	32	29	25	55	31	5	63	65	57	23	14	19
10.70060391.70060752	33	31	11	18	10	25	33	23	5	33	41	25	7	13	13
10.71719441.71720176	140	96	42	44	46	62	111	86	17	68	75	87	17	18	44
10.73526387.73527774	76	66	181	115	76	45	73	60	55	58	43	58	52	104	75
10.73588643.73589415	109	105	34	44	40	69	156	91	16	84	86	118	25	22	62
10.74652012.74652289	15	11	27	25	18	10	26	15	13	15	25	20	25	25	46
10.75685795.75686652	112	83	24	45	30	41	79	55	9	56	55	59	20	16	32
10.76951671.76952214	17	24	65	40	25	10	16	22	20	41	34	29	27	34	55
10.77135373.77136118	142	126	31	50	42	73	116	99	8	97	139	81	40	17	52
10.77370766.77371681	85	89	29	33	24	44	79	49	8	83	91	67	25	20	44
10.77871871.77873096	33	52	244	100	89	21	53	51	52	81	85	37	55	103	105
10.78065930.78067224	108	86	44	27	26	44	108	42	8	99	112	77	24	36	40
10.80316551.80317028	81	79	24	27	25	48	67	56	10	59	60	40	18	10	22
10.80704324.80705199	66	42	181	78	45	26	76	47	36	64	65	47	63	67	105
10.80918439.80919911	72	67	156	130	57	50	69	64	46	50	57	70	97	87	107
10.81648684.81649154	46	49	13	18	15	23	39	18	4	48	50	38	11	11	24
10.81698099.81699444	275	209	131	123	121	245	368	194	29	287	291	296	100	59	129
10.82420066.82421141	156	135	68	56	49	100	172	134	17	143	189	100	36	32	60
10.82780875.82781870	157	97	49	51	36	57	149	62	15	160	206	94	29	26	66
10.85749739.85750726	137	84	35	29	49	62	149	76	18	132	165	68	22	26	56
10.87929646.87931160	121	101	37	31	35	82	107	93	13	119	135	114	42	23	47
10.87993720.87994115	52	31	21	12	14	26	69	39	5	55	62	26	15	12	13
10.88114087.88116397	444	282	143	144	107	288	422	235	30	374	345	302	125	78	140
10.88170867.88171838	45	35	281	94	23	28	63	51	24	77	55	41	45	66	132
10.88339832.88340718	163	110	48	47	49	84	143	95	18	110	124	85	27	25	51
10.88944179.88944833	79	79	33	28	31	35	103	40	9	68	93	62	22	19	33
10.89866064.89866707	64	56	18	16	13	26	43	38	6	25	30	39	21	10	16
10.89947155.89947930	76	54	19	21	21	28	73	48	7	67	57	49	14	21	28
10.90519204.90519982	77	112	41	37	26	46	73	64	6	59	79	55	26	16	38
10.90552291.90553083	149	112	37	42	40	80	142	83	9	96	89	77	36	16	33
10.90661268.90662221	95	60	26	19	21	58	39	57	9	65	47	54	26	12	23
10.90876015.90876329	57	44	24	14	11	32	45	35	5	47	53	44	26	8	30
10.90882309.90883456	138	132	48	39	28	67	115	103	12	97	113	86	39	29	40
10.90994736.90995687	221	230	58	78	66	119	147	118	15	119	161	92	36	20	47
10.91647376.91648280	66	49	16	18	18	26	39	19	6	50	42	37	10	11	15
10.92690058.92691480	47	34	387	122	86	17	72	77	87	124	57	36	76	181	161
10.95275293.95276024	53	54	15	18	25	30	59	71	3	43	60	38	15	10	19
10.97147012.97147779	109	88	25	29	32	40	75	46	9	96	102	84	32	18	31
10.97253140.97253494	10	12	99	62	16	7	31	34	5	49	24	19	33	34	46
10.97456841.97457703	98	82	20	19	28	39	79	63	6	88	79	84	26	14	26
10.97517196.97518847	244	205	87	78	95	169	249	162	26	244	241	190	61	58	90
10.97527593.97528183	84	63	24	28	19	51	60	52	1	74	59	70	16	17	25
10.97995599.97996520	111	63	20	26	26	64	137	50	9	75	81	69	11	23	22
10.98030530.98031773	82	47	26	27	20	23	63	44	7	54	71	51	21	19	21
10.98497140.98497476	53	31	16	16	10	29	42	38	3	24	28	33	10	5	11
10.98500083.98501487	237	205	87	76	88	121	242	161	22	158	173	171	53	30	72
10.99548276.99549270	54	48	131	85	56	36	73	48	59	77	64	48	48	102	105
10.101279712.101280555	57	44	133	69	94	24	62	39	76	66	73	39	32	77	98
10.103352894.103353648	105	78	17	40	30	51	95	47	8	54	76	41	26	13	29
10.105311108.105312355	148	109	41	57	38	43	119	86	14	92	93	68	35	22	39
10.105428017.105428967	53	65	135	104	45	44	46	65	29	34	49	54	88	62	73
10.105437560.105438591	74	69	432	178	98	44	127	123	90	157	77	54	89	130	144
10.108596421.108597471	111	105	31	52	55	102	137	86	17	195	99	98	41	29	57
10.108695540.108696350	51	42	9	13	18	31	52	33	3	50	38	39	15	11	17
10.108757113.108758036	128	112	40	53	59	57	141	97	11	154	92	71	20	22	50
10.109445762.109446495	61	45	21	19	16	32	76	50	10	93	52	65	24	16	29
10.112295385.112296634	296	220	104	98	100	263	321	168	36	210	302	296	98	73	132
10.114611972.114612611	143	111	38	45	36	66	143	87	19	113	118	87	28	21	42
10.115082361.115083095	138	103	36	51	44	72	138	76	14	101	132	82	41	23	46
10.115747477.115748109	63	54	20	16	18	15	42	24	3	38	41	34	15	16	18
10.116394336.116394933	17	19	88	34	17	13	18	34	13	43	22	34	42	43	68
10.118996553.118997478	99	91	27	32	24	55	90	85	20	119	111	58	33	22	48
10.119221030.119222128	50	33	237	112	31	25	56	58	21	112	69	54	60	105	134
10.120099956.120100324	60	44	10	17	20	25	47	29	7	49	66	41	17	8	16
10.120551675.120552617	186	165	52	67	63	108	172	117	22	160	163	106	44	25	55
10.120949407.120950147	59	26	128	50	43	19	52	57	49	49	34	35	29	72	72
10.121414915.121415823	57	36	133	68	36	26	37	56	27	43	30	32	57	60	52
10.122474329.122475246	89	68	22	30	11	39	71	67	9	57	67	55	18	15	27
10.122509419.122510116	92	100	22	46	38	57	103	92	12	102	116	72	33	22	35
10.124638690.124639816	107	62	264	94	84	51	91	93	35	58	84	43	68	87	152
10.129698001.129698897	135	134	47	48	53	84	134	104	11	113	172	125	45	22	47
10.129704101.129704744	53	59	21	23	12	36	57	35	12	16	12	20	4	4	5
10.129724611.129725316	173	138	58	55	56	91	183	83	13	112	178	91	38	32	69
10.130888631.130889506	76	64	25	35	30	21	109	57	8	103	123	59	21	29	36
10.130939014.130939598	60	54	18	23	14	25	72	21	5	77	82	36	13	12	20
10.134444366.134445927	173	149	394	330	188	59	191	128	133	95	193	206	223	226	419
10.135341538.135343213	119	96	135	118	76	5	11	7	15	10	16	8	26	16	6
11.690804.691605	56	46	97	113	39	20	73	45	44	52	51	64	68	63	96
11.1332083.1332836	66	81	24	27	15	33	81	39	8	38	44	45	22	14	14
11.1675590.1676982	125	114	522	322	96	58	171	126	95	169	121	141	158	218	308
11.1947810.1949197	99	80	414	132	34	42	63	32	39	60	49	47	100	109	145
11.1988023.1991664	370	343	1603	773	363	237	481	330	280	466	360	422	393	575	856
11.2802526.2803436	69	58	169	90	57	29	99	53	62	69	57	56	63	88	135
11.4476475.4477313	91	86	34	28	33	37	64	72	11	87	104	43	14	11	28
11.5710499.5711680	115	131	46	56	28	68	120	89	15	141	186	70	48	32	61
11.7025579.7026107	75	90	30	32	22	42	68	54	8	101	136	60	31	13	39
11.7517133.7517808	90	76	33	32	34	53	52	75	7	68	77	93	29	20	35
11.7621417.7622152	19	21	113	78	34	3	28	23	40	58	26	17	40	62	69
11.9294810.9295893	155	125	61	38	47	84	124	116	25	102	101	122	32	19	65
11.9636659.9636961	56	42	10	18	13	24	44	26	4	27	42	34	18	6	10
11.9683771.9684458	111	113	35	37	41	52	131	93	10	76	75	54	28	15	46
11.10063314.10063908	69	50	23	18	25	22	66	43	5	42	57	48	19	7	13
11.12222075.12223430	144	96	669	319	89	92	252	206	114	258	211	231	201	240	379
11.13508583.13509929	59	38	186	110	60	66	178	156	65	104	67	73	74	97	155
11.13945983.13946800	91	86	37	35	26	27	97	56	5	109	85	65	24	28	37
11.14258742.14259801	176	143	46	58	48	89	186	78	17	127	173	118	45	37	61
11.14916378.14917186	90	90	47	43	35	57	116	72	5	130	148	55	29	28	39
11.15914267.15915288	32	28	310	99	54	10	46	64	43	55	22	15	30	51	76
11.19453961.19455618	114	98	35	29	25	36	78	57	15	91	84	57	29	26	37
11.20133527.20134785	81	50	243	114	69	59	56	60	43	77	69	82	96	90	102
11.27222921.27223836	31	28	136	74	16	11	30	50	24	91	58	18	41	64	95
11.27414318.27414725	18	18	69	43	19	10	28	24	14	41	30	24	38	43	77
11.29539993.29540785	106	79	41	49	31	36	89	66	13	126	133	130	21	28	66
11.30347781.30348252	62	49	13	16	14	31	40	58	6	69	55	36	18	10	21
11.30363996.30364672	79	51	14	20	24	48	87	56	7	84	87	40	24	14	28
11.30940776.30941713	70	89	22	20	20	65	72	54	4	93	128	71	35	17	32
11.33401349.33401857	89	67	18	16	11	29	44	36	2	37	60	50	29	13	15
11.34573783.34574458	248	167	58	66	70	100	226	133	20	141	205	131	61	39	81
11.34636043.34636548	53	33	13	14	12	21	38	36	3	28	38	22	14	6	18
11.35128087.35128621	79	44	13	22	24	37	37	32	2	43	42	34	12	15	16
11.35129501.35129706	42	35	13	11	7	37	27	35	3	36	32	33	11	16	10
11.35334761.35335508	55	36	14	8	18	34	40	43	5	35	69	33	14	10	22
11.35366696.35367219	95	86	33	32	27	33	79	65	1	44	66	43	18	9	18
11.35616203.35616745	67	61	16	12	21	33	47	39	5	67	63	39	10	13	37
11.36377494.36378260	99	70	28	19	21	47	69	50	10	70	70	58	13	16	29
11.36734982.36736127	131	122	47	59	53	82	199	102	22	168	177	76	34	22	62
11.36746387.36747166	77	66	22	15	27	45	89	54	8	71	79	69	16	14	27
11.37472075.37472402	37	24	12	15	13	25	38	31	5	59	84	32	7	11	23
11.40350601.40351250	13	10	164	69	39	1	22	25	33	76	28	19	40	53	99
11.44893155.44893941	111	82	39	43	38	55	123	52	4	54	66	71	29	20	30
11.46302920.46303451	35	39	139	55	55	20	39	46	52	42	34	19	26	73	65
11.48052881.48054279	304	273	121	112	107	187	286	235	30	235	323	218	97	71	112
11.57355501.57355963	38	39	16	17	22	22	56	30	1	47	54	27	9	8	19
11.58777054.58777418	59	36	11	14	19	13	40	45	3	48	81	61	16	23	19
11.58980308.58981081	59	54	19	20	26	36	52	43	1	64	86	41	26	6	20
11.58983964.58984983	136	90	37	37	52	68	103	68	9	130	125	84	35	25	42
11.58989784.58990711	66	61	26	27	31	30	52	77	6	82	74	56	21	18	34
11.59474134.59475028	36	30	198	150	22	25	69	57	30	150	51	49	55	73	123
11.60010253.60010668	47	37	18	12	6	17	37	29	9	22	35	21	7	6	14
11.60078064.60078389	45	37	13	13	17	16	25	17	2	27	30	27	9	7	14
11.60144932.60146367	174	148	72	53	58	63	88	101	11	183	137	99	47	29	45
11.60156692.60157580	188	127	42	46	55	67	126	68	15	165	149	103	27	23	53
11.60163824.60164701	60	64	17	23	17	31	32	39	4	61	65	36	16	5	24
11.60631394.60631995	37	31	64	29	19	17	35	19	27	29	45	24	45	43	71
11.62138580.62139159	36	27	115	111	49	7	29	34	35	11	13	14	56	41	68
11.63341801.63342666	55	47	120	87	62	20	52	53	37	67	54	49	71	81	98
11.64936302.64938577	155	163	313	291	187	140	444	292	214	107	207	292	266	223	430
11.66335233.66336479	98	103	187	162	70	49	129	44	43	49	63	49	105	111	147
11.67894883.67896713	114	114	331	182	132	79	174	122	92	165	124	121	120	191	191
11.68463000.68463656	62	27	53	81	50	29	87	45	33	14	28	66	62	47	83
11.70588564.70589045	26	35	74	50	51	20	41	27	44	31	29	43	33	67	78
11.73034048.73035608	82	80	274	139	54	38	80	55	52	77	55	33	88	125	101
11.75265096.75266278	68	72	704	308	192	31	89	134	133	126	79	58	143	217	224
11.78135445.78136277	76	83	35	41	29	32	76	68	3	86	63	55	28	11	34
11.79098398.79098943	64	49	24	23	21	21	29	28	3	68	63	69	32	13	24
11.81690606.81691065	33	25	9	20	11	18	26	34	2	53	55	31	11	18	18
11.82232552.82232845	49	26	11	17	18	11	25	17	3	48	66	15	10	5	13
11.82606592.82607294	75	56	13	16	12	45	49	52	5	72	71	57	19	9	19
11.83013171.83013774	33	46	8	24	14	10	31	33	4	49	50	17	9	11	12
11.85027687.85028697	81	48	23	23	23	28	64	45	8	106	90	64	18	22	33
11.85884645.85886053	65	41	290	164	50	43	56	77	43	94	58	101	159	95	178
11.88207630.88208129	51	31	13	12	20	15	43	36	6	55	40	28	7	7	26
11.90076804.90077119	35	29	10	11	13	4	19	18	0	48	50	16	11	5	9
11.93256536.93257678	74	66	37	38	27	34	68	65	4	84	102	63	18	9	43
11.93270567.93271571	146	115	73	40	38	72	125	110	12	136	134	95	36	21	48
11.93341311.93342024	76	65	21	23	18	30	60	69	1	78	86	58	19	11	15
11.94267474.94267843	41	38	10	8	13	26	62	35	6	46	76	33	10	2	23
11.94315055.94315479	47	30	8	6	7	20	35	12	2	11	17	18	7	2	8
11.94655697.94656426	156	86	35	40	33	88	117	102	16	148	141	80	33	24	45
11.95104143.95104612	42	36	13	12	13	17	54	35	2	43	47	27	14	12	18
11.95628843.95629374	29	25	8	13	10	11	44	26	3	38	31	33	6	9	10
11.95963777.95964158	42	37	10	13	7	15	29	34	2	37	42	27	8	8	13
11.96072008.96072909	203	144	62	62	63	105	181	133	14	175	199	124	57	47	60
11.97834335.97835266	38	27	162	73	30	27	40	37	39	67	51	26	41	53	106
11.100483450.100484003	67	49	12	18	15	39	62	65	7	61	91	34	11	15	22
11.102417626.102418220	116	68	30	16	30	57	70	69	8	59	77	87	20	11	25
11.102795490.102796335	97	78	39	35	34	70	103	83	11	95	100	78	31	16	45
11.105052372.105052716	37	28	11	14	16	19	38	33	2	54	59	27	10	7	13
11.105090780.105091200	38	39	17	19	6	17	39	30	3	50	60	29	16	6	20
11.107858793.107859728	167	188	40	59	47	76	219	152	12	157	227	176	43	21	50
11.108031768.108032062	54	27	14	12	14	20	46	32	2	39	32	40	10	11	8
11.108604042.108604776	89	74	34	19	27	45	81	47	16	88	124	73	32	16	44
11.108865731.108865923	58	36	12	27	23	37	41	34	8	76	75	37	20	8	22
11.109897700.109898543	128	71	22	33	22	64	101	86	9	104	102	80	35	24	34
11.110367752.110368661	91	98	37	30	10	49	92	84	11	69	103	59	21	12	30
11.110667920.110668690	284	185	64	72	76	149	242	180	26	193	243	170	79	46	96
11.112000324.112000821	60	75	13	20	13	34	59	46	2	42	51	33	15	10	15
11.114049691.114051611	78	59	234	149	66	29	79	62	48	82	57	48	75	98	97
11.115578025.115578877	90	72	34	26	27	64	72	79	11	58	58	71	21	16	34
11.115579740.115580792	90	85	40	25	27	54	108	96	11	78	78	71	34	17	41
11.115783018.115783602	61	41	14	13	10	34	42	22	6	41	60	38	6	18	22
11.116218909.116219444	76	46	17	28	16	39	75	46	8	80	82	30	17	14	28
11.116604777.116605204	56	33	19	13	14	23	42	53	4	24	43	44	16	13	14
11.117770598.117771482	73	62	17	18	18	62	61	36	3	34	34	30	15	12	21
11.117850137.117851170	145	134	29	49	38	58	119	77	14	74	84	98	33	29	45
11.120210145.120210814	45	33	127	112	31	19	86	68	26	76	61	52	60	64	126
